order_id,customer_id,product_id,product_name,quantity,order_date,delivery_date,delivered_location,carrier_id,package_type,batch_id
ORD_001167,CUST_0636,TOMATO_001,Tomatoes,5,2024-01-22,2024-01-23,Chennai,ExpressLogistics,standard,BATCH_073
ORD_001168,CUST_0827,AVOCADO_001,Avocados,5,2023-01-28,2023-01-30,Hyderabad,FastDelivery,insulated,BATCH_059
ORD_001169,CUST_0100,TOMATO_001,Tomatoes,3,2023-02-13,2023-02-14,Delhi,ExpressLogistics,premium,BATCH_073
ORD_001170,CUST_0148,BANANA_001,Bananas,5,2023-06-19,2023-06-20,Mumbai,QuickShip,premium,BATCH_095
ORD_001171,CUST_0960,AVOCADO_001,Avocados,1,2023-03-11,2023-03-12,Kolkata,ExpressLogistics,premium,BATCH_063
ORD_001172,CUST_0902,BANANA_001,Bananas,1,2023-04-13,2023-04-14,Mumbai,QuickShip,premium,BATCH_067
ORD_001173,CUST_0308,CARROT_001,Carrots,4,2023-01-13,2023-01-16,Hyderabad,FastDelivery,standard,BATCH_062
ORD_001174,CUST_0150,TOMATO_001,Tomatoes,1,2024-02-24,2024-02-25,Ahmedabad,FastDelivery,insulated,BATCH_024
ORD_001175,CUST_0297,SPINACH_001,Fresh Spinach,1,2024-01-15,2024-01-18,Ahmedabad,SpeedyDelivery,insulated,BATCH_076
ORD_001176,CUST_0427,BERRIES_001,Mixed Berries,4,2023-12-08,2023-12-10,Hyderabad,FastDelivery,insulated,BATCH_019
ORD_001177,CUST_0930,TOMATO_001,Tomatoes,3,2023-07-19,2023-07-20,Mumbai,SpeedyDelivery,standard,BATCH_018
ORD_001178,CUST_0513,TOMATO_001,Tomatoes,5,2024-01-06,2024-01-08,Mumbai,QuickShip,insulated,BATCH_027
ORD_001179,CUST_0156,BERRIES_001,Mixed Berries,3,2023-12-28,2023-12-31,Delhi,QuickShip,premium,BATCH_084
ORD_001180,CUST_0070,AVOCADO_001,Avocados,4,2023-06-23,2023-06-25,Kolkata,ExpressLogistics,insulated,BATCH_049
ORD_001181,CUST_0332,AVOCADO_001,Avocados,5,2023-11-07,2023-11-10,Kolkata,QuickShip,premium,BATCH_075
ORD_001182,CUST_0163,BANANA_001,Bananas,2,2023-11-13,2023-11-15,Mumbai,FastDelivery,premium,BATCH_013
ORD_001183,CUST_0815,CARROT_001,Carrots,2,2023-09-13,2023-09-16,Pune,QuickShip,premium,BATCH_014
ORD_001184,CUST_0627,BERRIES_001,Mixed Berries,3,2023-03-31,2023-04-03,Hyderabad,FastDelivery,standard,BATCH_015
ORD_001185,CUST_0716,APPLE_001,Red Apples,4,2023-07-11,2023-07-14,Bangalore,ExpressLogistics,standard,BATCH_049
ORD_001186,CUST_0166,TOMATO_001,Tomatoes,4,2023-09-09,2023-09-11,Chennai,QuickShip,premium,BATCH_068
ORD_001187,CUST_0830,APPLE_001,Red Apples,2,2023-04-09,2023-04-10,Delhi,QuickShip,standard,BATCH_001
ORD_001188,CUST_0748,BANANA_001,Bananas,5,2023-07-28,2023-07-31,Pune,QuickShip,premium,BATCH_064
ORD_001189,CUST_0641,AVOCADO_001,Avocados,4,2023-06-30,2023-07-02,Delhi,SpeedyDelivery,insulated,BATCH_010
ORD_001190,CUST_0237,TOMATO_001,Tomatoes,1,2023-03-07,2023-03-10,Delhi,FastDelivery,insulated,BATCH_077
ORD_001191,CUST_0367,TOMATO_001,Tomatoes,1,2023-01-12,2023-01-13,Kolkata,SpeedyDelivery,premium,BATCH_021
ORD_001192,CUST_0059,SPINACH_001,Fresh Spinach,5,2023-02-08,2023-02-11,Kolkata,SpeedyDelivery,premium,BATCH_090
ORD_001193,CUST_0432,TOMATO_001,Tomatoes,3,2023-10-26,2023-10-28,Mumbai,FastDelivery,insulated,BATCH_026
ORD_001194,CUST_0935,AVOCADO_001,Avocados,1,2024-01-27,2024-01-28,Chennai,ExpressLogistics,premium,BATCH_031
ORD_001195,CUST_0613,APPLE_001,Red Apples,5,2024-02-17,2024-02-20,Pune,FastDelivery,insulated,BATCH_011
ORD_001196,CUST_0509,TOMATO_001,Tomatoes,5,2023-09-03,2023-09-04,Mumbai,FastDelivery,standard,BATCH_029
ORD_001197,CUST_0027,TOMATO_001,Tomatoes,2,2023-08-09,2023-08-11,Chennai,FastDelivery,standard,BATCH_069
ORD_001198,CUST_0785,APPLE_001,Red Apples,4,2023-07-14,2023-07-17,Ahmedabad,FastDelivery,insulated,BATCH_090
ORD_001199,CUST_0448,LETTUCE_001,Lettuce,1,2023-08-13,2023-08-14,Pune,QuickShip,insulated,BATCH_031
ORD_001200,CUST_0895,SPINACH_001,Fresh Spinach,2,2023-10-29,2023-10-30,Hyderabad,FastDelivery,standard,BATCH_008
ORD_001201,CUST_0133,LETTUCE_001,Lettuce,5,2023-05-25,2023-05-26,Pune,QuickShip,insulated,BATCH_051
ORD_001202,CUST_0211,BANANA_001,Bananas,4,2023-03-04,2023-03-07,Delhi,ExpressLogistics,premium,BATCH_091
ORD_001203,CUST_0300,CARROT_001,Carrots,2,2023-07-02,2023-07-03,Kolkata,ExpressLogistics,premium,BATCH_068
ORD_001204,CUST_0723,BANANA_001,Bananas,5,2023-06-13,2023-06-16,Mumbai,ExpressLogistics,insulated,BATCH_063
ORD_001205,CUST_0382,SPINACH_001,Fresh Spinach,2,2023-04-15,2023-04-16,Kolkata,QuickShip,standard,BATCH_005
ORD_001206,CUST_0857,CARROT_001,Carrots,1,2023-12-24,2023-12-26,Delhi,FastDelivery,insulated,BATCH_035
ORD_001207,CUST_0394,BANANA_001,Bananas,4,2023-07-16,2023-07-18,Mumbai,ExpressLogistics,premium,BATCH_003
ORD_001208,CUST_0189,APPLE_001,Red Apples,4,2023-07-16,2023-07-18,Chennai,QuickShip,insulated,BATCH_069
ORD_001209,CUST_0222,APPLE_001,Red Apples,1,2024-01-26,2024-01-28,Pune,ExpressLogistics,premium,BATCH_044
ORD_001210,CUST_0398,BERRIES_001,Mixed Berries,3,2023-11-15,2023-11-17,Mumbai,FastDelivery,premium,BATCH_069
ORD_001211,CUST_0764,TOMATO_001,Tomatoes,2,2023-10-21,2023-10-24,Bangalore,SpeedyDelivery,insulated,BATCH_017
ORD_001212,CUST_0303,TOMATO_001,Tomatoes,3,2023-05-24,2023-05-27,Delhi,QuickShip,premium,BATCH_074
ORD_001213,CUST_0830,LETTUCE_001,Lettuce,5,2023-11-12,2023-11-14,Kolkata,ExpressLogistics,premium,BATCH_002
ORD_001214,CUST_0010,CARROT_001,Carrots,4,2023-05-16,2023-05-17,Ahmedabad,FastDelivery,insulated,BATCH_005
ORD_001215,CUST_0962,SPINACH_001,Fresh Spinach,1,2023-09-03,2023-09-06,Hyderabad,FastDelivery,premium,BATCH_036
ORD_001216,CUST_0785,BANANA_001,Bananas,3,2023-10-10,2023-10-12,Ahmedabad,QuickShip,insulated,BATCH_034
ORD_001217,CUST_0118,AVOCADO_001,Avocados,1,2023-03-07,2023-03-08,Bangalore,FastDelivery,standard,BATCH_024
ORD_001218,CUST_0975,LETTUCE_001,Lettuce,3,2023-08-14,2023-08-17,Mumbai,QuickShip,standard,BATCH_033
ORD_001219,CUST_0520,SPINACH_001,Fresh Spinach,4,2023-01-23,2023-01-26,Pune,FastDelivery,standard,BATCH_015
ORD_001220,CUST_0658,LETTUCE_001,Lettuce,4,2023-05-02,2023-05-03,Pune,SpeedyDelivery,standard,BATCH_037
ORD_001221,CUST_0032,LETTUCE_001,Lettuce,2,2023-07-28,2023-07-31,Ahmedabad,ExpressLogistics,premium,BATCH_048
ORD_001222,CUST_0851,LETTUCE_001,Lettuce,5,2023-11-08,2023-11-09,Pune,QuickShip,insulated,BATCH_005
ORD_001223,CUST_0516,BANANA_001,Bananas,5,2023-03-18,2023-03-20,Delhi,QuickShip,premium,BATCH_081
ORD_001224,CUST_0538,BANANA_001,Bananas,5,2023-08-03,2023-08-06,Mumbai,SpeedyDelivery,premium,BATCH_057
ORD_001225,CUST_0819,TOMATO_001,Tomatoes,3,2023-04-10,2023-04-13,Chennai,ExpressLogistics,standard,BATCH_030
ORD_001226,CUST_0082,SPINACH_001,Fresh Spinach,3,2024-01-19,2024-01-20,Ahmedabad,SpeedyDelivery,insulated,BATCH_072
ORD_001227,CUST_0236,CARROT_001,Carrots,5,2023-07-05,2023-07-08,Chennai,SpeedyDelivery,insulated,BATCH_017
ORD_001228,CUST_0322,AVOCADO_001,Avocados,1,2023-05-06,2023-05-08,Kolkata,ExpressLogistics,insulated,BATCH_011
ORD_001229,CUST_0016,CARROT_001,Carrots,2,2023-09-16,2023-09-17,Chennai,QuickShip,insulated,BATCH_016
ORD_001230,CUST_0854,CARROT_001,Carrots,4,2024-01-27,2024-01-30,Delhi,QuickShip,standard,BATCH_004
ORD_001231,CUST_0412,BERRIES_001,Mixed Berries,5,2023-02-07,2023-02-08,Hyderabad,ExpressLogistics,standard,BATCH_031
ORD_001232,CUST_0757,LETTUCE_001,Lettuce,3,2023-03-02,2023-03-04,Delhi,FastDelivery,standard,BATCH_058
ORD_001233,CUST_0138,BERRIES_001,Mixed Berries,2,2023-11-19,2023-11-21,Kolkata,SpeedyDelivery,premium,BATCH_093
ORD_001234,CUST_0608,BANANA_001,Bananas,3,2024-02-24,2024-02-27,Bangalore,FastDelivery,premium,BATCH_087
ORD_001235,CUST_0238,CARROT_001,Carrots,3,2023-07-14,2023-07-16,Bangalore,ExpressLogistics,standard,BATCH_064
ORD_001236,CUST_0327,BERRIES_001,Mixed Berries,2,2023-10-16,2023-10-19,Kolkata,ExpressLogistics,insulated,BATCH_019
ORD_001237,CUST_0170,LETTUCE_001,Lettuce,1,2023-05-23,2023-05-26,Delhi,ExpressLogistics,insulated,BATCH_037
ORD_001238,CUST_0772,AVOCADO_001,Avocados,1,2023-08-13,2023-08-14,Kolkata,ExpressLogistics,premium,BATCH_030
ORD_001239,CUST_0925,SPINACH_001,Fresh Spinach,1,2023-03-14,2023-03-15,Bangalore,FastDelivery,premium,BATCH_070
ORD_001240,CUST_0289,CARROT_001,Carrots,5,2023-04-10,2023-04-11,Mumbai,ExpressLogistics,standard,BATCH_055
ORD_001241,CUST_0724,CARROT_001,Carrots,1,2023-09-24,2023-09-25,Kolkata,FastDelivery,premium,BATCH_057
ORD_001242,CUST_0685,BANANA_001,Bananas,1,2023-09-10,2023-09-12,Bangalore,ExpressLogistics,premium,BATCH_046
ORD_001243,CUST_0344,BANANA_001,Bananas,3,2024-01-17,2024-01-18,Pune,QuickShip,premium,BATCH_059
ORD_001244,CUST_0103,BANANA_001,Bananas,5,2023-09-20,2023-09-23,Pune,FastDelivery,insulated,BATCH_041
ORD_001245,CUST_0601,APPLE_001,Red Apples,4,2023-10-13,2023-10-16,Mumbai,QuickShip,standard,BATCH_029
ORD_001246,CUST_0509,AVOCADO_001,Avocados,3,2023-05-16,2023-05-18,Ahmedabad,QuickShip,premium,BATCH_017
ORD_001247,CUST_0429,CARROT_001,Carrots,3,2023-08-11,2023-08-12,Chennai,QuickShip,standard,BATCH_079
ORD_001248,CUST_0861,LETTUCE_001,Lettuce,2,2023-10-26,2023-10-27,Ahmedabad,QuickShip,insulated,BATCH_038
ORD_001249,CUST_0099,BERRIES_001,Mixed Berries,2,2023-09-08,2023-09-11,Pune,SpeedyDelivery,insulated,BATCH_015
ORD_001250,CUST_0679,BERRIES_001,Mixed Berries,4,2024-01-22,2024-01-24,Ahmedabad,ExpressLogistics,standard,BATCH_015
ORD_001251,CUST_0422,AVOCADO_001,Avocados,2,2023-12-23,2023-12-25,Ahmedabad,SpeedyDelivery,premium,BATCH_004
ORD_001252,CUST_0692,BERRIES_001,Mixed Berries,3,2023-09-17,2023-09-18,Mumbai,ExpressLogistics,insulated,BATCH_053
ORD_001253,CUST_0498,BERRIES_001,Mixed Berries,2,2023-08-15,2023-08-17,Kolkata,FastDelivery,insulated,BATCH_044
ORD_001254,CUST_0897,CARROT_001,Carrots,2,2023-01-24,2023-01-26,Hyderabad,QuickShip,premium,BATCH_069
ORD_001255,CUST_0800,APPLE_001,Red Apples,3,2023-11-06,2023-11-09,Mumbai,SpeedyDelivery,standard,BATCH_046
ORD_001256,CUST_0204,APPLE_001,Red Apples,2,2023-10-11,2023-10-12,Chennai,ExpressLogistics,premium,BATCH_069
ORD_001257,CUST_0424,TOMATO_001,Tomatoes,2,2024-01-03,2024-01-04,Bangalore,ExpressLogistics,insulated,BATCH_071
ORD_001258,CUST_0044,APPLE_001,Red Apples,2,2023-01-07,2023-01-08,Delhi,SpeedyDelivery,insulated,BATCH_037
ORD_001259,CUST_0127,SPINACH_001,Fresh Spinach,4,2023-04-28,2023-05-01,Mumbai,ExpressLogistics,premium,BATCH_084
ORD_001260,CUST_0517,TOMATO_001,Tomatoes,4,2024-02-23,2024-02-26,Delhi,FastDelivery,standard,BATCH_003
ORD_001261,CUST_0525,SPINACH_001,Fresh Spinach,1,2023-10-29,2023-10-31,Kolkata,ExpressLogistics,insulated,BATCH_039
ORD_001262,CUST_0440,TOMATO_001,Tomatoes,1,2023-04-14,2023-04-15,Ahmedabad,SpeedyDelivery,insulated,BATCH_029
ORD_001263,CUST_0018,CARROT_001,Carrots,4,2023-10-15,2023-10-17,Kolkata,QuickShip,insulated,BATCH_094
ORD_001264,CUST_0999,BANANA_001,Bananas,1,2023-07-10,2023-07-13,Ahmedabad,QuickShip,premium,BATCH_051
ORD_001265,CUST_0148,CARROT_001,Carrots,1,2023-08-17,2023-08-19,Delhi,ExpressLogistics,insulated,BATCH_013
ORD_001266,CUST_0632,SPINACH_001,Fresh Spinach,4,2023-04-17,2023-04-19,Delhi,QuickShip,insulated,BATCH_067
ORD_001267,CUST_0319,APPLE_001,Red Apples,3,2023-10-18,2023-10-19,Ahmedabad,ExpressLogistics,insulated,BATCH_020
ORD_001268,CUST_0242,CARROT_001,Carrots,3,2023-12-20,2023-12-21,Ahmedabad,ExpressLogistics,premium,BATCH_060
ORD_001269,CUST_0080,BANANA_001,Bananas,4,2023-09-21,2023-09-24,Delhi,SpeedyDelivery,premium,BATCH_017
ORD_001270,CUST_0891,BANANA_001,Bananas,1,2023-03-24,2023-03-27,Bangalore,QuickShip,insulated,BATCH_005
ORD_001271,CUST_0010,CARROT_001,Carrots,3,2023-09-11,2023-09-12,Bangalore,SpeedyDelivery,insulated,BATCH_016
ORD_001272,CUST_0666,TOMATO_001,Tomatoes,2,2023-05-31,2023-06-03,Pune,ExpressLogistics,premium,BATCH_019
ORD_001273,CUST_0216,LETTUCE_001,Lettuce,3,2023-12-17,2023-12-18,Kolkata,SpeedyDelivery,insulated,BATCH_096
ORD_001274,CUST_0184,CARROT_001,Carrots,2,2023-03-11,2023-03-12,Mumbai,ExpressLogistics,insulated,BATCH_061
ORD_001275,CUST_0063,BANANA_001,Bananas,5,2023-04-07,2023-04-08,Ahmedabad,ExpressLogistics,standard,BATCH_060
ORD_001276,CUST_0282,SPINACH_001,Fresh Spinach,3,2023-02-04,2023-02-06,Pune,FastDelivery,standard,BATCH_055
ORD_001277,CUST_0607,BERRIES_001,Mixed Berries,2,2023-06-06,2023-06-08,Kolkata,QuickShip,standard,BATCH_014
ORD_001278,CUST_0602,TOMATO_001,Tomatoes,4,2023-05-24,2023-05-25,Delhi,QuickShip,premium,BATCH_043
ORD_001279,CUST_0003,TOMATO_001,Tomatoes,2,2023-10-31,2023-11-03,Ahmedabad,QuickShip,standard,BATCH_028
ORD_001280,CUST_0524,LETTUCE_001,Lettuce,4,2023-09-01,2023-09-02,Delhi,FastDelivery,standard,BATCH_055
ORD_001281,CUST_0793,BANANA_001,Bananas,4,2023-06-17,2023-06-19,Chennai,SpeedyDelivery,insulated,BATCH_091
ORD_001282,CUST_0969,LETTUCE_001,Lettuce,3,2023-06-09,2023-06-12,Delhi,QuickShip,standard,BATCH_092
ORD_001283,CUST_0026,BANANA_001,Bananas,3,2023-12-22,2023-12-24,Hyderabad,ExpressLogistics,standard,BATCH_060
ORD_001284,CUST_0384,BERRIES_001,Mixed Berries,2,2023-06-27,2023-06-30,Chennai,QuickShip,insulated,BATCH_096
ORD_001285,CUST_0318,LETTUCE_001,Lettuce,3,2023-04-11,2023-04-13,Chennai,FastDelivery,premium,BATCH_013
ORD_001286,CUST_0282,APPLE_001,Red Apples,4,2023-05-10,2023-05-13,Kolkata,FastDelivery,premium,BATCH_051
ORD_001287,CUST_0178,APPLE_001,Red Apples,4,2023-01-30,2023-02-02,Ahmedabad,SpeedyDelivery,insulated,BATCH_096
ORD_001288,CUST_0628,BANANA_001,Bananas,2,2024-01-20,2024-01-23,Mumbai,ExpressLogistics,standard,BATCH_091
ORD_001289,CUST_0653,BERRIES_001,Mixed Berries,1,2023-03-09,2023-03-10,Delhi,FastDelivery,insulated,BATCH_041
ORD_001290,CUST_0174,APPLE_001,Red Apples,5,2023-04-10,2023-04-13,Pune,ExpressLogistics,premium,BATCH_093
ORD_001291,CUST_0198,BERRIES_001,Mixed Berries,5,2023-09-22,2023-09-23,Hyderabad,FastDelivery,standard,BATCH_019
ORD_001292,CUST_0204,CARROT_001,Carrots,5,2023-02-12,2023-02-13,Mumbai,ExpressLogistics,premium,BATCH_053
ORD_001293,CUST_0857,BANANA_001,Bananas,1,2023-10-15,2023-10-17,Pune,SpeedyDelivery,premium,BATCH_073
ORD_001294,CUST_0326,BANANA_001,Bananas,5,2023-02-15,2023-02-16,Bangalore,FastDelivery,standard,BATCH_081
ORD_001295,CUST_0084,APPLE_001,Red Apples,2,2024-01-28,2024-01-29,Chennai,ExpressLogistics,insulated,BATCH_040
ORD_001296,CUST_0723,AVOCADO_001,Avocados,3,2023-11-25,2023-11-26,Kolkata,FastDelivery,insulated,BATCH_023
ORD_001297,CUST_0905,BERRIES_001,Mixed Berries,2,2023-10-17,2023-10-19,Chennai,QuickShip,insulated,BATCH_023
ORD_001298,CUST_0364,CARROT_001,Carrots,5,2023-05-13,2023-05-16,Kolkata,FastDelivery,insulated,BATCH_047
ORD_001299,CUST_0395,CARROT_001,Carrots,2,2023-11-25,2023-11-28,Bangalore,FastDelivery,premium,BATCH_069
ORD_001300,CUST_0717,LETTUCE_001,Lettuce,5,2023-12-26,2023-12-28,Kolkata,QuickShip,insulated,BATCH_071
ORD_001301,CUST_0479,BANANA_001,Bananas,3,2024-02-11,2024-02-13,Chennai,ExpressLogistics,standard,BATCH_005
ORD_001302,CUST_0601,AVOCADO_001,Avocados,3,2023-09-22,2023-09-25,Ahmedabad,QuickShip,insulated,BATCH_048
ORD_001303,CUST_0368,APPLE_001,Red Apples,1,2023-12-04,2023-12-07,Pune,FastDelivery,premium,BATCH_021
ORD_001304,CUST_0167,BANANA_001,Bananas,4,2023-06-21,2023-06-23,Bangalore,ExpressLogistics,insulated,BATCH_070
ORD_001305,CUST_0855,CARROT_001,Carrots,2,2023-01-12,2023-01-14,Hyderabad,SpeedyDelivery,insulated,BATCH_033
ORD_001306,CUST_0995,CARROT_001,Carrots,2,2023-11-04,2023-11-06,Hyderabad,ExpressLogistics,standard,BATCH_098
ORD_001307,CUST_0411,BERRIES_001,Mixed Berries,5,2023-09-17,2023-09-18,Hyderabad,ExpressLogistics,premium,BATCH_004
ORD_001308,CUST_0342,SPINACH_001,Fresh Spinach,1,2023-12-24,2023-12-27,Bangalore,QuickShip,premium,BATCH_012
ORD_001309,CUST_0905,CARROT_001,Carrots,2,2023-07-22,2023-07-23,Mumbai,QuickShip,standard,BATCH_039
ORD_001310,CUST_0569,BANANA_001,Bananas,3,2023-04-15,2023-04-17,Chennai,QuickShip,premium,BATCH_001
ORD_001311,CUST_0685,CARROT_001,Carrots,4,2023-06-26,2023-06-27,Hyderabad,QuickShip,insulated,BATCH_060
ORD_001312,CUST_0410,BERRIES_001,Mixed Berries,3,2024-01-26,2024-01-27,Bangalore,ExpressLogistics,standard,BATCH_037
ORD_001313,CUST_0686,BERRIES_001,Mixed Berries,5,2024-01-09,2024-01-11,Delhi,ExpressLogistics,insulated,BATCH_004
ORD_001314,CUST_0614,LETTUCE_001,Lettuce,4,2023-05-01,2023-05-03,Pune,FastDelivery,premium,BATCH_010
ORD_001315,CUST_0446,SPINACH_001,Fresh Spinach,1,2023-03-12,2023-03-14,Mumbai,QuickShip,insulated,BATCH_044
ORD_001316,CUST_0692,AVOCADO_001,Avocados,4,2023-04-03,2023-04-05,Kolkata,ExpressLogistics,insulated,BATCH_005
ORD_001317,CUST_0826,AVOCADO_001,Avocados,1,2023-08-04,2023-08-05,Hyderabad,FastDelivery,insulated,BATCH_045
ORD_001318,CUST_0132,BERRIES_001,Mixed Berries,5,2023-02-21,2023-02-24,Mumbai,QuickShip,insulated,BATCH_065
ORD_001319,CUST_0311,CARROT_001,Carrots,4,2023-08-21,2023-08-22,Hyderabad,SpeedyDelivery,standard,BATCH_034
ORD_001320,CUST_0344,CARROT_001,Carrots,5,2023-03-01,2023-03-04,Pune,SpeedyDelivery,premium,BATCH_047
ORD_001321,CUST_0971,BANANA_001,Bananas,5,2024-01-24,2024-01-26,Bangalore,FastDelivery,insulated,BATCH_034
ORD_001322,CUST_0289,CARROT_001,Carrots,1,2024-02-21,2024-02-24,Hyderabad,FastDelivery,insulated,BATCH_016
ORD_001323,CUST_0346,APPLE_001,Red Apples,3,2023-08-24,2023-08-26,Pune,ExpressLogistics,insulated,BATCH_099
ORD_001324,CUST_0018,AVOCADO_001,Avocados,4,2023-10-05,2023-10-07,Kolkata,ExpressLogistics,insulated,BATCH_042
ORD_001325,CUST_0757,BANANA_001,Bananas,4,2023-01-19,2023-01-22,Pune,FastDelivery,premium,BATCH_032
ORD_001326,CUST_0915,AVOCADO_001,Avocados,3,2023-10-01,2023-10-02,Bangalore,SpeedyDelivery,insulated,BATCH_045
ORD_001327,CUST_0335,SPINACH_001,Fresh Spinach,3,2023-12-19,2023-12-22,Ahmedabad,FastDelivery,standard,BATCH_005
ORD_001328,CUST_0023,LETTUCE_001,Lettuce,2,2024-01-07,2024-01-08,Kolkata,SpeedyDelivery,insulated,BATCH_096
ORD_001329,CUST_0585,BANANA_001,Bananas,3,2023-12-01,2023-12-04,Hyderabad,FastDelivery,standard,BATCH_039
ORD_001330,CUST_0779,APPLE_001,Red Apples,4,2023-10-04,2023-10-05,Pune,SpeedyDelivery,standard,BATCH_036
ORD_001331,CUST_0695,TOMATO_001,Tomatoes,3,2024-02-03,2024-02-04,Mumbai,SpeedyDelivery,standard,BATCH_035
ORD_001332,CUST_0614,AVOCADO_001,Avocados,3,2023-08-01,2023-08-04,Kolkata,ExpressLogistics,insulated,BATCH_013
ORD_001333,CUST_0610,TOMATO_001,Tomatoes,3,2023-04-24,2023-04-25,Ahmedabad,SpeedyDelivery,premium,BATCH_070
ORD_001334,CUST_0843,LETTUCE_001,Lettuce,4,2023-10-13,2023-10-14,Pune,ExpressLogistics,insulated,BATCH_020
ORD_001335,CUST_0413,SPINACH_001,Fresh Spinach,1,2024-01-16,2024-01-18,Bangalore,SpeedyDelivery,insulated,BATCH_085
ORD_001336,CUST_0766,CARROT_001,Carrots,5,2023-02-10,2023-02-13,Pune,FastDelivery,standard,BATCH_048
ORD_001337,CUST_0640,CARROT_001,Carrots,5,2024-01-20,2024-01-22,Ahmedabad,FastDelivery,standard,BATCH_022
ORD_001338,CUST_0762,BERRIES_001,Mixed Berries,4,2023-10-17,2023-10-19,Mumbai,ExpressLogistics,premium,BATCH_031
ORD_001339,CUST_0224,BERRIES_001,Mixed Berries,2,2023-10-03,2023-10-04,Delhi,FastDelivery,insulated,BATCH_015
ORD_001340,CUST_0429,BERRIES_001,Mixed Berries,5,2023-04-02,2023-04-03,Hyderabad,ExpressLogistics,standard,BATCH_036
ORD_001341,CUST_0880,BANANA_001,Bananas,4,2023-07-05,2023-07-08,Pune,SpeedyDelivery,standard,BATCH_064
ORD_001342,CUST_0004,AVOCADO_001,Avocados,5,2023-05-27,2023-05-29,Bangalore,SpeedyDelivery,insulated,BATCH_043
ORD_001343,CUST_0421,BANANA_001,Bananas,2,2023-12-02,2023-12-03,Hyderabad,SpeedyDelivery,insulated,BATCH_082
ORD_001344,CUST_0625,BANANA_001,Bananas,2,2023-11-14,2023-11-17,Hyderabad,FastDelivery,insulated,BATCH_022
ORD_001345,CUST_0616,BANANA_001,Bananas,4,2023-08-30,2023-09-02,Pune,FastDelivery,premium,BATCH_071
ORD_001346,CUST_0484,CARROT_001,Carrots,2,2023-04-09,2023-04-10,Pune,QuickShip,standard,BATCH_042
ORD_001347,CUST_0816,CARROT_001,Carrots,2,2023-10-23,2023-10-25,Chennai,SpeedyDelivery,standard,BATCH_060
ORD_001348,CUST_0740,LETTUCE_001,Lettuce,1,2023-02-26,2023-03-01,Bangalore,QuickShip,insulated,BATCH_001
ORD_001349,CUST_0802,BERRIES_001,Mixed Berries,4,2023-12-16,2023-12-19,Ahmedabad,SpeedyDelivery,standard,BATCH_034
ORD_001350,CUST_0062,APPLE_001,Red Apples,3,2023-10-03,2023-10-04,Ahmedabad,SpeedyDelivery,premium,BATCH_051
ORD_001351,CUST_0807,LETTUCE_001,Lettuce,1,2024-01-07,2024-01-08,Hyderabad,SpeedyDelivery,insulated,BATCH_014
ORD_001352,CUST_0815,BERRIES_001,Mixed Berries,4,2023-03-28,2023-03-30,Pune,QuickShip,standard,BATCH_027
ORD_001353,CUST_0706,SPINACH_001,Fresh Spinach,4,2023-12-30,2024-01-01,Kolkata,ExpressLogistics,insulated,BATCH_043
ORD_001354,CUST_0535,TOMATO_001,Tomatoes,3,2023-12-25,2023-12-27,Mumbai,QuickShip,standard,BATCH_004
ORD_001355,CUST_0451,AVOCADO_001,Avocados,3,2023-05-30,2023-06-01,Kolkata,SpeedyDelivery,premium,BATCH_020
ORD_001356,CUST_0653,AVOCADO_001,Avocados,2,2023-12-22,2023-12-23,Kolkata,SpeedyDelivery,insulated,BATCH_004
ORD_001357,CUST_0739,AVOCADO_001,Avocados,5,2023-10-26,2023-10-28,Mumbai,ExpressLogistics,insulated,BATCH_096
ORD_001358,CUST_0160,CARROT_001,Carrots,5,2023-09-22,2023-09-24,Bangalore,ExpressLogistics,premium,BATCH_065
ORD_001359,CUST_0496,CARROT_001,Carrots,4,2023-07-11,2023-07-13,Bangalore,SpeedyDelivery,standard,BATCH_002
ORD_001360,CUST_0154,SPINACH_001,Fresh Spinach,3,2023-02-03,2023-02-05,Kolkata,QuickShip,standard,BATCH_078
ORD_001361,CUST_0584,SPINACH_001,Fresh Spinach,1,2024-02-09,2024-02-10,Pune,SpeedyDelivery,insulated,BATCH_096
ORD_001362,CUST_0034,SPINACH_001,Fresh Spinach,4,2024-02-05,2024-02-08,Chennai,ExpressLogistics,premium,BATCH_081
ORD_001363,CUST_0536,BANANA_001,Bananas,2,2023-10-11,2023-10-14,Mumbai,SpeedyDelivery,premium,BATCH_032
ORD_001364,CUST_0042,SPINACH_001,Fresh Spinach,5,2024-01-14,2024-01-15,Chennai,SpeedyDelivery,standard,BATCH_035
ORD_001365,CUST_0311,SPINACH_001,Fresh Spinach,1,2023-02-16,2023-02-19,Delhi,QuickShip,premium,BATCH_027
ORD_001366,CUST_0490,APPLE_001,Red Apples,1,2023-02-20,2023-02-23,Pune,FastDelivery,standard,BATCH_057
ORD_001367,CUST_0441,CARROT_001,Carrots,1,2023-10-29,2023-10-30,Kolkata,FastDelivery,premium,BATCH_093
ORD_001368,CUST_0773,SPINACH_001,Fresh Spinach,4,2024-02-03,2024-02-06,Ahmedabad,FastDelivery,insulated,BATCH_077
ORD_001369,CUST_0307,LETTUCE_001,Lettuce,3,2023-11-20,2023-11-21,Ahmedabad,ExpressLogistics,premium,BATCH_069
ORD_001370,CUST_0500,TOMATO_001,Tomatoes,1,2023-05-21,2023-05-24,Ahmedabad,FastDelivery,standard,BATCH_041
